Timestamp,Timelapse,Distance
2025/03/14 14:07:04,0.0029981136322021484,"x: 5.0281901359558105, y: 10.017647743225098, z: -129.88580322265625"
2025/03/14 14:07:07,0.0026466846466064453,"x: 2.346708059310913, y: 4.725518226623535, z: -129.87998962402344"
2025/03/14 14:07:10,0.002209901809692383,"x: 2.036278009414673, y: 4.1021904945373535, z: -129.87962341308594"
2025/03/14 14:07:13,0.002775907516479492,"x: -0.030014270916581154, y: -0.06320259720087051, z: -129.87278747558594"
2025/03/14 14:07:16,0.0023055076599121094,"x: -0.02714361809194088, y: -0.04957282543182373, z: -129.8729705810547"
2025/03/14 14:07:19,0.0024979114532470703,"x: 0.00041689342469908297, y: 0.0193746630102396, z: -126.0851821899414"
2025/03/14 14:07:22,0.002264261245727539,"x: 0.0005876225768588483, y: 0.01894509047269821, z: -125.7177505493164"
2025/03/14 14:07:25,0.003024578094482422,"x: 0.017593834549188614, y: 0.019886253401637077, z: -117.11715698242188"
2025/03/14 14:07:28,0.0021369457244873047,"x: 0.017235057428479195, y: 0.01995043084025383, z: -116.74401092529297"
2025/03/14 14:07:31,0.0028066635131835938,"x: 0.010209474712610245, y: 0.02207891456782818, z: -108.1227035522461"
2025/03/14 14:07:34,0.0024652481079101562,"x: 0.01027604565024376, y: 0.022106768563389778, z: -107.74459075927734"
2025/03/14 14:07:37,0.0026655197143554688,"x: 0.0035937947686761618, y: 0.019470339640975, z: -99.11480712890625"
2025/03/14 14:07:40,0.003683328628540039,"x: 0.0032600038684904575, y: 0.019412826746702194, z: -98.73932647705078"
2025/03/14 14:07:43,0.0028085708618164062,"x: 0.017788734287023544, y: 0.021836530417203903, z: -90.10616302490234"
2025/03/14 14:07:46,0.002938508987426758,"x: 0.017240600660443306, y: 0.02161875180900097, z: -89.73150634765625"
